rider_id,city,join_date,rider_segment
R008479,Dhaka,2024-10-16,Budget
R008480,Chattogram,2024-08-25,Premium
R008481,Chattogram,2024-09-29,Regular
R008482,Chattogram,2024-09-14,Regular
R008483,Chattogram,2024-09-18,Regular
R008484,Dhaka,2024-08-26,Budget
R008485,Chattogram,2024-08-30,Regular
R008486,Dhaka,2024-07-10,Regular
R008487,Chattogram,2024-07-24,Premium
R008488,Dhaka,2024-08-16,Regular
R008489,Dhaka,2024-09-06,Premium
R008490,Dhaka,2024-10-12,Regular
R008491,Chattogram,2024-07-10,Budget
R008492,Sylhet,2024-09-05,Premium
R008493,Dhaka,2024-08-09,Budget
R008494,Dhaka,2024-07-01,Budget
R008495,Chattogram,2024-10-01,Premium
R008496,Dhaka,2024-09-13,Regular
R008497,Dhaka,2024-08-14,Budget
R008498,Dhaka,2024-10-16,Budget
R008499,Dhaka,2024-08-19,Regular
R008500,Chattogram,2024-10-23,Budget
R008501,Chattogram,2024-09-02,Regular
R008502,Chattogram,2024-09-13,Budget
R008503,Chattogram,2024-09-05,Premium
R008504,Dhaka,2024-10-08,Budget
R008505,Sylhet,2024-08-18,Regular
R008506,Sylhet,2024-08-10,Regular
R008507,Chattogram,2024-07-04,Budget
R008508,Dhaka,2024-07-28,Premium
R008509,Dhaka,2024-09-16,Budget
R008510,Chattogram,2024-10-10,Regular
R008511,Dhaka,2024-08-10,Budget
R008512,Dhaka,2024-10-16,Budget
R008513,Chattogram,2024-07-21,Budget
R008514,Chattogram,2024-10-19,Regular
R008515,Chattogram,2024-09-11,Budget
R008516,Dhaka,2024-08-10,Budget
R008517,Dhaka,2024-07-21,Regular
R008518,Dhaka,2024-09-09,Regular
R008519,Dhaka,2024-07-29,Budget
R008520,Sylhet,2024-07-24,Regular
R008521,Dhaka,2024-08-15,Regular
R008522,Dhaka,2024-07-30,Regular
R008523,Dhaka,2024-07-05,Regular
R008524,Dhaka,2024-08-03,Premium
R008525,Dhaka,2024-08-30,Budget
R008526,Dhaka,2024-08-02,Budget
R008527,Dhaka,2024-09-10,Budget
R008528,Dhaka,2024-09-01,Budget
R008529,Dhaka,2024-10-09,Premium
R008530,Chattogram,2024-07-16,Budget
R008531,Dhaka,2024-10-16,Regular
R008532,Chattogram,2024-07-17,Budget
R008533,Chattogram,2024-10-19,Regular
R008534,Dhaka,2024-10-21,Premium
R008535,Chattogram,2024-08-17,Premium
R008536,Dhaka,2024-07-27,Regular
R008537,Chattogram,2024-08-14,Budget
R008538,Dhaka,2024-08-03,Budget
R008539,Dhaka,2024-09-06,Budget
R008540,Chattogram,2024-08-01,Premium
R008541,Dhaka,2024-07-02,Regular
R008542,Dhaka,2024-08-15,Premium
R008543,Dhaka,2024-07-02,Regular
R008544,Chattogram,2024-08-24,Budget
R008545,Dhaka,2024-08-30,Premium
R008546,Dhaka,2024-08-30,Regular
R008547,Sylhet,2024-08-16,Budget
R008548,Chattogram,2024-09-09,Premium
R008549,Chattogram,2024-10-23,Budget
R008550,Dhaka,2024-09-29,Budget
R008551,Chattogram,2024-09-14,Regular
R008552,Chattogram,2024-07-22,Budget
R008553,Dhaka,2024-10-16,Regular
R008554,Chattogram,2024-07-02,Premium
R008555,Chattogram,2024-08-18,Regular
R008556,Chattogram,2024-07-07,Regular
R008557,Dhaka,2024-08-18,Premium
R008558,Chattogram,2024-09-29,Budget
R008559,Dhaka,2024-09-21,Budget
R008560,Dhaka,2024-07-19,Budget
R008561,Dhaka,2024-09-15,Regular
R008562,Dhaka,2024-08-12,Regular
R008563,Dhaka,2024-08-04,Regular
R008564,Dhaka,2024-07-30,Budget
R008565,Dhaka,2024-09-07,Regular
R008566,Chattogram,2024-09-15,Budget
R008567,Chattogram,2024-10-04,Budget
R008568,Sylhet,2024-08-24,Premium
R008569,Dhaka,2024-09-09,Regular
R008570,Chattogram,2024-08-10,Regular
R008571,Chattogram,2024-09-11,Premium
R008572,Dhaka,2024-07-21,Regular
R008573,Chattogram,2024-09-13,Regular
R008574,Chattogram,2024-07-15,Budget
R008575,Dhaka,2024-10-05,Budget
R008576,Dhaka,2024-08-03,Regular
R008577,Sylhet,2024-07-13,Regular
R008578,Chattogram,2024-07-24,Budget
R008579,Chattogram,2024-08-06,Regular
R008580,Chattogram,2024-09-25,Budget
R008581,Dhaka,2024-08-28,Regular
R008582,Dhaka,2024-09-10,Premium
R008583,Chattogram,2024-09-30,Premium
R008584,Chattogram,2024-08-18,Premium
R008585,Chattogram,2024-09-05,Budget
R008586,Dhaka,2024-07-10,Budget
R008587,Dhaka,2024-07-07,Budget
R008588,Dhaka,2024-08-27,Regular
R008589,Dhaka,2024-09-05,Budget
R008590,Chattogram,2024-10-29,Regular
R008591,Sylhet,2024-10-22,Regular
R008592,Dhaka,2024-09-13,Budget
R008593,Dhaka,2024-10-18,Budget
R008594,Dhaka,2024-08-29,Premium
R008595,Dhaka,2024-10-14,Budget
R008596,Dhaka,2024-09-24,Regular
R008597,Dhaka,2024-08-02,Regular
R008598,Dhaka,2024-07-29,Budget
R008599,Dhaka,2024-07-28,Regular
R008600,Dhaka,2024-07-20,Regular
R008601,Dhaka,2024-07-28,Regular
R008602,Dhaka,2024-07-31,Budget
R008603,Dhaka,2024-09-28,Regular
R008604,Dhaka,2024-07-10,Regular
R008605,Chattogram,2024-10-11,Regular
R008606,Chattogram,2024-08-03,Budget
R008607,Chattogram,2024-07-12,Budget
R008608,Chattogram,2024-08-20,Budget
R008609,Dhaka,2024-08-13,Premium
R008610,Chattogram,2024-09-01,Budget
R008611,Dhaka,2024-09-12,Regular
R008612,Sylhet,2024-07-10,Regular
R008613,Sylhet,2024-07-29,Budget
R008614,Dhaka,2024-07-10,Regular
R008615,Dhaka,2024-08-08,Budget
R008616,Dhaka,2024-10-28,Regular
R008617,Chattogram,2024-08-03,Regular
R008618,Chattogram,2024-07-29,Regular
R008619,Dhaka,2024-10-04,Budget
R008620,Chattogram,2024-07-04,Premium
R008621,Dhaka,2024-07-24,Regular
R008622,Dhaka,2024-08-14,Budget
R008623,Dhaka,2024-09-07,Regular
R008624,Dhaka,2024-07-23,Regular
R008625,Chattogram,2024-10-01,Premium
R008626,Dhaka,2024-08-06,Regular
R008627,Dhaka,2024-07-13,Budget
R008628,Dhaka,2024-09-29,Regular
R008629,Dhaka,2024-07-16,Premium
R008630,Chattogram,2024-10-25,Regular
R008631,Chattogram,2024-10-12,Budget
R008632,Chattogram,2024-07-31,Budget
R008633,Chattogram,2024-07-22,Budget
R008634,Dhaka,2024-07-31,Regular
R008635,Dhaka,2024-09-21,Budget
R008636,Dhaka,2024-09-22,Premium
R008637,Dhaka,2024-10-05,Budget
R008638,Dhaka,2024-08-30,Budget
R008639,Dhaka,2024-09-29,Regular
R008640,Dhaka,2024-08-07,Budget
R008641,Dhaka,2024-10-24,Budget
R008642,Dhaka,2024-07-21,Regular
R008643,Dhaka,2024-07-28,Regular
R008644,Chattogram,2024-10-16,Budget
R008645,Chattogram,2024-10-24,Regular
R008646,Dhaka,2024-08-22,Regular
R008647,Dhaka,2024-07-10,Premium
R008648,Dhaka,2024-09-01,Regular
R008649,Chattogram,2024-09-13,Regular
R008650,Chattogram,2024-10-16,Regular
R008651,Dhaka,2024-08-11,Regular
R008652,Dhaka,2024-09-22,Budget
R008653,Chattogram,2024-08-10,Budget
R008654,Dhaka,2024-09-12,Regular
R008655,Dhaka,2024-08-18,Budget
R008656,Dhaka,2024-10-10,Regular
R008657,Chattogram,2024-10-10,Regular
R008658,Dhaka,2024-09-03,Regular
R008659,Dhaka,2024-10-20,Regular
R008660,Chattogram,2024-10-10,Budget
R008661,Dhaka,2024-10-01,Budget
R008662,Chattogram,2024-09-27,Budget
R008663,Dhaka,2024-08-10,Regular
R008664,Dhaka,2024-09-19,Budget
R008665,Chattogram,2024-10-13,Budget
R008666,Chattogram,2024-08-28,Regular
R008667,Dhaka,2024-07-11,Premium
R008668,Dhaka,2024-08-19,Premium
R008669,Dhaka,2024-09-16,Budget
R008670,Dhaka,2024-08-27,Budget
R008671,Chattogram,2024-08-26,Regular
R008672,Chattogram,2024-08-26,Budget
R008673,Dhaka,2024-10-01,Regular
R008674,Dhaka,2024-10-27,Regular
R008675,Chattogram,2024-07-17,Budget
R008676,Chattogram,2024-07-17,Regular
R008677,Chattogram,2024-07-19,Budget
R008678,Dhaka,2024-07-09,Budget
R008679,Dhaka,2024-08-23,Budget
R008680,Chattogram,2024-08-21,Regular
R008681,Dhaka,2024-09-14,Budget
R008682,Sylhet,2024-07-11,Budget
R008683,Chattogram,2024-09-16,Premium
R008684,Chattogram,2024-10-15,Premium
R008685,Chattogram,2024-10-06,Budget
R008686,Dhaka,2024-09-22,Budget
R008687,Dhaka,2024-10-21,Regular
R008688,Dhaka,2024-07-08,Regular
R008689,Dhaka,2024-10-03,Regular
R008690,Sylhet,2024-08-22,Budget
R008691,Chattogram,2024-07-29,Regular
R008692,Dhaka,2024-07-16,Regular
R008693,Dhaka,2024-08-29,Regular
R008694,Chattogram,2024-07-23,Regular
R008695,Chattogram,2024-09-06,Budget
R008696,Chattogram,2024-10-08,Premium
R008697,Chattogram,2024-08-17,Regular
R008698,Dhaka,2024-07-31,Premium
R008699,Dhaka,2024-07-31,Regular
R008700,Dhaka,2024-07-01,Premium
R008701,Chattogram,2024-09-02,Regular
R008702,Dhaka,2024-08-05,Regular
R008703,Chattogram,2024-07-03,Regular
R008704,Dhaka,2024-09-13,Regular
R008705,Dhaka,2024-07-14,Regular
R008706,Dhaka,2024-09-20,Budget
R008707,Dhaka,2024-09-29,Budget
R008708,Dhaka,2024-09-09,Premium
R008709,Dhaka,2024-10-10,Budget
R008710,Dhaka,2024-08-09,Regular
R008711,Sylhet,2024-10-18,Budget
R008712,Dhaka,2024-10-19,Premium
R008713,Dhaka,2024-07-22,Budget
R008714,Dhaka,2024-09-30,Budget
R008715,Sylhet,2024-10-09,Budget
R008716,Sylhet,2024-08-30,Premium
R008717,Dhaka,2024-09-21,Budget
R008718,Dhaka,2024-10-26,Regular
R008719,Dhaka,2024-10-23,Regular
R008720,Dhaka,2024-07-14,Premium
R008721,Dhaka,2024-09-29,Regular
R008722,Chattogram,2024-09-29,Budget
R008723,Dhaka,2024-09-30,Budget
R008724,Dhaka,2024-10-23,Regular
R008725,Dhaka,2024-07-16,Budget
R008726,Sylhet,2024-09-16,Budget
R008727,Dhaka,2024-07-03,Budget
R008728,Dhaka,2024-08-23,Regular
R008729,Sylhet,2024-07-15,Budget
R008730,Dhaka,2024-10-22,Budget
R008731,Dhaka,2024-09-06,Budget
R008732,Chattogram,2024-09-30,Budget
R008733,Dhaka,2024-09-08,Regular
R008734,Dhaka,2024-10-05,Budget
R008735,Sylhet,2024-10-02,Budget
R008736,Chattogram,2024-07-22,Budget
R008737,Dhaka,2024-08-18,Budget
R008738,Dhaka,2024-07-30,Budget
R008739,Dhaka,2024-10-01,Premium
R008740,Chattogram,2024-08-14,Budget
R008741,Dhaka,2024-09-21,Premium
R008742,Chattogram,2024-10-24,Budget
R008743,Chattogram,2024-07-09,Budget
R008744,Dhaka,2024-07-23,Regular
R008745,Chattogram,2024-10-04,Premium
R008746,Sylhet,2024-10-08,Budget
R008747,Sylhet,2024-08-01,Budget
R008748,Dhaka,2024-09-18,Regular
R008749,Dhaka,2024-09-12,Regular
R008750,Dhaka,2024-07-22,Premium
R008751,Dhaka,2024-08-30,Budget
R008752,Sylhet,2024-07-07,Budget
R008753,Chattogram,2024-10-14,Regular
R008754,Dhaka,2024-07-31,Regular
R008755,Dhaka,2024-10-23,Premium
R008756,Dhaka,2024-08-24,Budget
R008757,Dhaka,2024-09-30,Regular
R008758,Chattogram,2024-09-04,Premium
R008759,Chattogram,2024-08-10,Regular
R008760,Sylhet,2024-10-06,Regular
R008761,Dhaka,2024-10-24,Regular
R008762,Dhaka,2024-07-04,Regular
R008763,Dhaka,2024-08-04,Regular
R008764,Chattogram,2024-08-23,Premium
R008765,Chattogram,2024-07-15,Regular
R008766,Chattogram,2024-10-10,Budget
R008767,Dhaka,2024-09-29,Premium
R008768,Sylhet,2024-09-19,Premium
R008769,Dhaka,2024-07-14,Premium
R008770,Sylhet,2024-09-30,Budget
R008771,Dhaka,2024-09-12,Regular
R008772,Dhaka,2024-10-01,Premium
R008773,Dhaka,2024-07-03,Regular
R008774,Chattogram,2024-09-27,Regular
R008775,Chattogram,2024-09-14,Regular
R008776,Dhaka,2024-10-15,Budget
R008777,Dhaka,2024-08-29,Regular
R008778,Sylhet,2024-08-03,Budget
R008779,Dhaka,2024-07-06,Budget
R008780,Chattogram,2024-07-19,Premium
R008781,Chattogram,2024-08-21,Regular
R008782,Dhaka,2024-08-14,Budget
R008783,Chattogram,2024-09-16,Regular
R008784,Chattogram,2024-09-14,Premium
R008785,Chattogram,2024-07-26,Regular
R008786,Sylhet,2024-08-18,Premium
R008787,Dhaka,2024-10-02,Budget
R008788,Dhaka,2024-07-08,Regular
R008789,Dhaka,2024-08-04,Budget
R008790,Dhaka,2024-09-03,Regular
R008791,Dhaka,2024-09-29,Budget
R008792,Dhaka,2024-08-31,Regular
R008793,Dhaka,2024-07-04,Budget
R008794,Chattogram,2024-09-17,Regular
R008795,Dhaka,2024-07-10,Regular
R008796,Dhaka,2024-08-10,Regular
R008797,Dhaka,2024-08-27,Budget
R008798,Chattogram,2024-10-24,Regular
R008799,Dhaka,2024-08-06,Budget
R008800,Chattogram,2024-10-14,Regular
R008801,Dhaka,2024-10-05,Regular
R008802,Dhaka,2024-07-06,Regular
R008803,Dhaka,2024-10-16,Budget
R008804,Dhaka,2024-07-05,Regular
R008805,Dhaka,2024-08-27,Budget
R008806,Dhaka,2024-08-27,Budget
R008807,Chattogram,2024-07-16,Budget
R008808,Chattogram,2024-07-19,Budget
R008809,Dhaka,2024-08-07,Regular
R008810,Sylhet,2024-10-25,Budget
R008811,Dhaka,2024-09-29,Regular
R008812,Sylhet,2024-08-26,Premium
R008813,Dhaka,2024-09-12,Regular
R008814,Chattogram,2024-07-25,Regular
R008815,Chattogram,2024-09-30,Premium
R008816,Chattogram,2024-09-23,Regular
R008817,Dhaka,2024-09-29,Regular
R008818,Dhaka,2024-08-21,Regular
R008819,Dhaka,2024-09-11,Budget
R008820,Dhaka,2024-10-18,Regular
R008821,Dhaka,2024-08-23,Regular
R008822,Dhaka,2024-08-15,Budget
R008823,Sylhet,2024-10-19,Premium
R008824,Dhaka,2024-08-07,Regular
R008825,Dhaka,2024-09-14,Premium
R008826,Dhaka,2024-07-14,Budget
R008827,Dhaka,2024-07-14,Regular
R008828,Dhaka,2024-07-18,Regular
R008829,Dhaka,2024-07-23,Premium
R008830,Dhaka,2024-08-24,Premium
R008831,Dhaka,2024-07-12,Budget
R008832,Sylhet,2024-09-11,Premium
R008833,Chattogram,2024-09-13,Budget
R008834,Dhaka,2024-09-08,Regular
R008835,Dhaka,2024-09-28,Regular
R008836,Dhaka,2024-09-26,Regular
R008837,Chattogram,2024-10-15,Budget
R008838,Dhaka,2024-10-11,Regular
R008839,Chattogram,2024-08-15,Budget
R008840,Chattogram,2024-09-01,Budget
R008841,Dhaka,2024-10-09,Regular
R008842,Chattogram,2024-07-09,Budget
R008843,Dhaka,2024-09-28,Premium
R008844,Dhaka,2024-09-26,Premium
R008845,Chattogram,2024-09-18,Regular
R008846,Dhaka,2024-08-10,Budget
R008847,Sylhet,2024-09-28,Budget
R008848,Dhaka,2024-08-18,Regular
R008849,Dhaka,2024-08-11,Regular
R008850,Chattogram,2024-09-05,Premium
R008851,Chattogram,2024-09-15,Budget
R008852,Dhaka,2024-10-07,Regular
R008853,Dhaka,2024-09-18,Premium
R008854,Chattogram,2024-10-20,Budget
R008855,Chattogram,2024-08-24,Budget
R008856,Dhaka,2024-08-25,Regular
R008857,Chattogram,2024-09-05,Regular
R008858,Dhaka,2024-09-21,Budget
R008859,Dhaka,2024-09-05,Budget
R008860,Dhaka,2024-10-17,Regular
R008861,Sylhet,2024-08-03,Budget
R008862,Dhaka,2024-09-19,Regular
R008863,Chattogram,2024-08-06,Premium
R008864,Dhaka,2024-09-04,Budget
R008865,Dhaka,2024-10-10,Regular
R008866,Dhaka,2024-08-12,Regular
R008867,Dhaka,2024-10-21,Regular
R008868,Chattogram,2024-09-28,Budget
R008869,Chattogram,2024-10-16,Regular
R008870,Dhaka,2024-09-03,Budget
R008871,Dhaka,2024-09-18,Budget
R008872,Chattogram,2024-07-09,Regular
R008873,Dhaka,2024-07-31,Budget
R008874,Sylhet,2024-10-25,Budget
R008875,Dhaka,2024-09-29,Budget
R008876,Chattogram,2024-07-07,Budget
R008877,Dhaka,2024-09-28,Budget
R008878,Dhaka,2024-10-13,Budget
R008879,Chattogram,2024-09-15,Regular
R008880,Dhaka,2024-10-05,Budget
R008881,Chattogram,2024-08-31,Regular
R008882,Dhaka,2024-10-19,Regular
R008883,Dhaka,2024-10-18,Budget
R008884,Dhaka,2024-07-16,Regular
R008885,Dhaka,2024-10-11,Regular
R008886,Chattogram,2024-09-02,Regular
R008887,Dhaka,2024-08-05,Budget
R008888,Sylhet,2024-07-12,Regular
R008889,Chattogram,2024-07-02,Budget
R008890,Dhaka,2024-07-09,Regular
R008891,Dhaka,2024-07-18,Regular
R008892,Dhaka,2024-09-03,Budget
R008893,Dhaka,2024-07-30,Budget
R008894,Dhaka,2024-10-05,Regular
R008895,Dhaka,2024-07-29,Budget
R008896,Chattogram,2024-07-01,Regular
R008897,Dhaka,2024-07-11,Regular
R008898,Sylhet,2024-09-08,Budget
R008899,Dhaka,2024-10-06,Regular
R008900,Dhaka,2024-08-07,Regular
R008901,Sylhet,2024-09-28,Premium
R008902,Dhaka,2024-09-25,Budget
R008903,Sylhet,2024-08-04,Regular
R008904,Dhaka,2024-07-18,Regular
R008905,Dhaka,2024-09-23,Budget
R008906,Chattogram,2024-08-05,Budget
R008907,Dhaka,2024-10-05,Budget
R008908,Chattogram,2024-07-31,Budget
R008909,Dhaka,2024-08-02,Regular
R008910,Chattogram,2024-09-24,Budget
R008911,Chattogram,2024-10-02,Budget
R008912,Chattogram,2024-07-08,Budget
R008913,Dhaka,2024-10-06,Regular
R008914,Dhaka,2024-08-14,Budget
R008915,Dhaka,2024-08-28,Regular
R008916,Dhaka,2024-08-29,Budget
R008917,Dhaka,2024-08-08,Regular
R008918,Dhaka,2024-07-01,Budget
R008919,Dhaka,2024-08-21,Budget
R008920,Chattogram,2024-09-12,Regular
R008921,Chattogram,2024-10-13,Budget
R008922,Sylhet,2024-08-07,Budget
R008923,Sylhet,2024-07-28,Budget
R008924,Dhaka,2024-07-14,Budget
R008925,Dhaka,2024-10-13,Regular
R008926,Chattogram,2024-08-23,Premium
R008927,Chattogram,2024-10-26,Regular
R008928,Dhaka,2024-09-29,Premium
R008929,Dhaka,2024-09-05,Regular
R008930,Dhaka,2024-10-12,Regular
R008931,Sylhet,2024-09-09,Budget
R008932,Dhaka,2024-07-16,Budget
R008933,Chattogram,2024-10-25,Budget
R008934,Dhaka,2024-10-18,Budget
R008935,Dhaka,2024-08-11,Budget
R008936,Dhaka,2024-08-22,Premium
R008937,Sylhet,2024-07-20,Budget
R008938,Chattogram,2024-10-04,Regular
R008939,Dhaka,2024-10-05,Budget
R008940,Dhaka,2024-08-10,Budget
R008941,Dhaka,2024-09-11,Regular
R008942,Dhaka,2024-09-06,Regular
R008943,Dhaka,2024-09-27,Regular
R008944,Dhaka,2024-08-12,Regular
R008945,Chattogram,2024-10-29,Regular
R008946,Dhaka,2024-07-22,Regular
R008947,Sylhet,2024-08-20,Regular
R008948,Dhaka,2024-07-15,Regular
R008949,Dhaka,2024-07-13,Premium
R008950,Dhaka,2024-09-10,Budget
R008951,Dhaka,2024-09-29,Budget
R008952,Sylhet,2024-10-12,Budget
R008953,Dhaka,2024-10-28,Premium
R008954,Dhaka,2024-10-01,Budget
R008955,Dhaka,2024-10-07,Regular
R008956,Dhaka,2024-09-06,Budget
R008957,Chattogram,2024-09-10,Premium
R008958,Dhaka,2024-09-14,Budget
R008959,Dhaka,2024-08-05,Regular
R008960,Dhaka,2024-08-27,Premium
R008961,Dhaka,2024-08-27,Premium
R008962,Dhaka,2024-07-13,Regular
R008963,Dhaka,2024-08-31,Regular
R008964,Dhaka,2024-08-02,Budget
R008965,Dhaka,2024-08-02,Premium
R008966,Chattogram,2024-07-09,Regular
R008967,Dhaka,2024-07-17,Budget
R008968,Chattogram,2024-09-13,Regular
R008969,Chattogram,2024-08-09,Regular
R008970,Sylhet,2024-08-27,Premium
R008971,Chattogram,2024-10-07,Budget
R008972,Chattogram,2024-08-07,Regular
R008973,Dhaka,2024-10-08,Budget
R008974,Dhaka,2024-08-16,Regular
R008975,Dhaka,2024-07-08,Budget
R008976,Chattogram,2024-07-20,Regular
R008977,Dhaka,2024-07-19,Budget
R008978,Chattogram,2024-08-09,Regular
R008979,Dhaka,2024-10-29,Premium
R008980,Dhaka,2024-10-27,Premium
R008981,Dhaka,2024-08-07,Budget
R008982,Dhaka,2024-07-26,Budget
R008983,Dhaka,2024-08-19,Regular
R008984,Chattogram,2024-07-03,Budget
R008985,Dhaka,2024-07-09,Budget
R008986,Dhaka,2024-08-17,Regular
R008987,Dhaka,2024-07-25,Regular
R008988,Dhaka,2024-10-16,Budget
R008989,Dhaka,2024-09-22,Budget
R008990,Dhaka,2024-08-04,Regular
R008991,Dhaka,2024-08-07,Budget
R008992,Chattogram,2024-07-11,Budget
R008993,Chattogram,2024-08-24,Regular
R008994,Dhaka,2024-09-15,Premium
R008995,Chattogram,2024-07-17,Budget
R008996,Dhaka,2024-07-13,Premium
R008997,Dhaka,2024-08-05,Regular
R008998,Chattogram,2024-07-16,Regular
R008999,Chattogram,2024-08-27,Regular
R009000,Chattogram,2024-08-07,Regular
R009001,Chattogram,2024-09-17,Budget
R009002,Dhaka,2024-09-13,Regular
R009003,Chattogram,2024-08-14,Budget
R009004,Dhaka,2024-08-22,Premium
R009005,Dhaka,2024-07-23,Budget
R009006,Chattogram,2024-08-05,Premium
R009007,Chattogram,2024-07-03,Regular
R009008,Dhaka,2024-10-03,Premium
R009009,Dhaka,2024-07-10,Premium
R009010,Dhaka,2024-10-15,Budget
R009011,Dhaka,2024-10-20,Budget
R009012,Chattogram,2024-10-16,Premium
R009013,Chattogram,2024-10-27,Premium
R009014,Dhaka,2024-10-29,Regular
R009015,Chattogram,2024-09-24,Regular
R009016,Dhaka,2024-10-23,Regular
R009017,Chattogram,2024-09-15,Budget
R009018,Chattogram,2024-10-04,Premium
R009019,Dhaka,2024-10-03,Regular
R009020,Chattogram,2024-07-07,Regular
R009021,Dhaka,2024-07-20,Premium
R009022,Dhaka,2024-09-25,Budget
R009023,Chattogram,2024-09-02,Regular
R009024,Chattogram,2024-10-11,Budget
R009025,Dhaka,2024-10-08,Premium
R009026,Dhaka,2024-08-30,Regular
R009027,Chattogram,2024-09-14,Regular
R009028,Dhaka,2024-08-24,Regular
R009029,Chattogram,2024-07-07,Budget
R009030,Dhaka,2024-10-23,Budget
R009031,Dhaka,2024-08-14,Premium
R009032,Chattogram,2024-08-20,Premium
R009033,Dhaka,2024-09-11,Regular
R009034,Dhaka,2024-08-04,Regular
R009035,Chattogram,2024-07-29,Premium
R009036,Chattogram,2024-08-28,Premium
R009037,Chattogram,2024-10-07,Premium
R009038,Dhaka,2024-10-11,Regular
R009039,Chattogram,2024-10-21,Budget
R009040,Dhaka,2024-10-10,Regular
R009041,Dhaka,2024-08-14,Regular
R009042,Chattogram,2024-08-13,Premium
R009043,Chattogram,2024-07-08,Regular
R009044,Dhaka,2024-08-28,Budget
R009045,Dhaka,2024-07-10,Budget
R009046,Sylhet,2024-08-31,Regular
R009047,Dhaka,2024-09-13,Budget
R009048,Dhaka,2024-10-27,Regular
R009049,Dhaka,2024-10-01,Premium
R009050,Dhaka,2024-09-10,Budget
R009051,Dhaka,2024-09-30,Regular
R009052,Dhaka,2024-10-01,Budget
R009053,Dhaka,2024-09-09,Regular
R009054,Dhaka,2024-08-09,Budget
R009055,Dhaka,2024-07-31,Budget
R009056,Dhaka,2024-07-05,Budget
R009057,Dhaka,2024-08-31,Regular
R009058,Dhaka,2024-07-17,Budget
R009059,Dhaka,2024-08-20,Premium
R009060,Chattogram,2024-08-30,Regular
R009061,Chattogram,2024-10-11,Premium
R009062,Chattogram,2024-09-24,Regular
R009063,Dhaka,2024-10-10,Budget
R009064,Chattogram,2024-09-08,Premium
R009065,Dhaka,2024-08-31,Regular
R009066,Dhaka,2024-07-29,Budget
R009067,Dhaka,2024-10-23,Regular
R009068,Dhaka,2024-10-12,Regular
R009069,Chattogram,2024-07-22,Premium
R009070,Dhaka,2024-07-31,Premium
R009071,Dhaka,2024-08-29,Budget
R009072,Chattogram,2024-10-09,Budget
R009073,Dhaka,2024-10-22,Budget
R009074,Chattogram,2024-09-03,Budget
R009075,Chattogram,2024-08-24,Regular
R009076,Chattogram,2024-08-02,Premium
R009077,Dhaka,2024-10-07,Budget
R009078,Dhaka,2024-10-06,Budget
R009079,Chattogram,2024-07-02,Budget
R009080,Dhaka,2024-08-30,Regular
R009081,Chattogram,2024-08-06,Regular
R009082,Chattogram,2024-10-17,Regular
R009083,Chattogram,2024-08-13,Budget
R009084,Sylhet,2024-08-13,Regular
R009085,Dhaka,2024-09-28,Budget
R009086,Chattogram,2024-07-31,Premium
R009087,Dhaka,2024-07-06,Budget
R009088,Chattogram,2024-07-09,Premium
R009089,Dhaka,2024-10-24,Budget
R009090,Chattogram,2024-07-08,Budget
R009091,Chattogram,2024-10-28,Budget
R009092,Dhaka,2024-08-29,Budget
R009093,Dhaka,2024-10-02,Budget
R009094,Dhaka,2024-07-22,Regular
R009095,Dhaka,2024-10-24,Premium
R009096,Dhaka,2024-09-18,Regular
R009097,Dhaka,2024-09-26,Budget
R009098,Dhaka,2024-10-29,Regular
R009099,Chattogram,2024-09-17,Regular
R009100,Chattogram,2024-09-19,Budget
R009101,Chattogram,2024-09-15,Regular
R009102,Sylhet,2024-08-21,Regular
R009103,Dhaka,2024-09-24,Budget
R009104,Dhaka,2024-08-07,Regular
R009105,Dhaka,2024-07-14,Regular
R009106,Dhaka,2024-10-07,Budget
R009107,Dhaka,2024-09-29,Regular
R009108,Chattogram,2024-09-14,Budget
R009109,Chattogram,2024-09-30,Budget
R009110,Dhaka,2024-09-24,Regular
R009111,Dhaka,2024-09-02,Regular
R009112,Chattogram,2024-08-17,Premium
R009113,Dhaka,2024-08-27,Regular
R009114,Chattogram,2024-08-28,Regular
R009115,Chattogram,2024-08-14,Budget
R009116,Dhaka,2024-08-29,Regular
R009117,Chattogram,2024-07-23,Budget
R009118,Dhaka,2024-09-12,Regular
R009119,Dhaka,2024-10-12,Budget
R009120,Dhaka,2024-09-08,Budget
R009121,Dhaka,2024-07-08,Budget
R009122,Dhaka,2024-08-19,Budget
R009123,Dhaka,2024-10-29,Regular
R009124,Dhaka,2024-07-25,Regular
R009125,Dhaka,2024-09-28,Budget
R009126,Dhaka,2024-07-14,Budget
R009127,Chattogram,2024-10-25,Regular
R009128,Chattogram,2024-10-03,Budget
R009129,Dhaka,2024-10-14,Budget
R009130,Chattogram,2024-07-11,Budget
R009131,Dhaka,2024-09-02,Budget
R009132,Dhaka,2024-09-06,Premium
R009133,Dhaka,2024-10-27,Regular
R009134,Chattogram,2024-10-28,Regular
R009135,Dhaka,2024-10-17,Regular
R009136,Dhaka,2024-08-12,Budget
R009137,Chattogram,2024-10-26,Regular
R009138,Chattogram,2024-08-09,Regular
R009139,Dhaka,2024-08-19,Budget
R009140,Dhaka,2024-08-10,Regular
R009141,Sylhet,2024-08-19,Budget
R009142,Dhaka,2024-09-17,Regular
R009143,Chattogram,2024-10-26,Regular
